"company/description","company/id","company/logo","company/name","description","jobDescriptionHtml","location","postDate","title"
"PT Teka P & T International","60913787",,"Teka P & T International","Support daily IT operations by installing, maintaining, and troubleshooting hardware, software, networks, Odoo support, and basic IT security.","<div class=""lsj4yq0 _1lpkkfn0""><p>Job Requirements:</p><ol><li><p>Minimum Diploma (D3) degree in Information Technology, Informatics Engineering, Information Systems, or a related field.</p></li><li><p>Strong understanding of hardware and software troubleshooting (PCs, laptops, printers, and Windows operating systems).</p></li><li><p>Proficient in computer networking (LAN, Wi-Fi, IP address configuration, and file sharing).</p></li><li><p>Basic understanding of programming, especially the Odoo ERP system (Python, XML, JavaScript) and databases.</p></li><li><p>Basic understanding of information technology security, including antivirus use, data backup, and user access management.</p></li><li><p>Strong analytical and problem-solving skills.</p></li><li><p>Able to work independently and in a team.</p></li><li><p>Good communication skills, professionalism, and customer service orientation.</p></li><li><p>Strong leadership, responsibility, and work ethic.</p></li><li><p>Able to converse in English (basic is still appreciated)</p></li></ol><p><br></p><p>Job Description:</p><ol><li><p>Install, configure, and maintain IT devices (PCs, laptops, printers).</p></li><li><p>Handle troubleshooting for operating systems, applications, email, and internet connections.</p></li><li><p>Support and maintain LAN/Wi-Fi networks and user access.</p></li><li><p>Provide technical support related to hardware, software, systems, and networks.</p></li><li><p>Provide support related to user requests related to Odoo.</p></li><li><p>Implement basic IT security and data backup procedures.</p></li><li><p>Perform routine maintenance and system monitoring.</p></li><li><p>Document issues and solutions, and coordinate with vendors when necessary.</p></li></ol><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-06T06:28:16Z","IT Staff"
"PT Kavana Karya Indonesia","61052457","https://bx-branding-gateway.cloud.seek.com.au/de09170c-8a08-4bdf-ba38-7e4d95af5e71.1/serpLogo","Kavana Karya Indonesia","Melakukan Maintenance jaringan, Pembuatan email, Sistem jaringan server. Sistem komputer, Sistem administrasi, Sistem database","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Tugas dan Tanggung Jawab :</strong></p><ul><li><p>Melakukan Instalasi dan pemeliharaan perangkat keras komputer</p></li><li><p>Memahami&nbsp;software dan aplikasi program</p></li><li><p>Melakukan monitoring jaringan komputer</p></li><li><p>Bertanggung jawab atas laporan IT</p></li><li><p>Bertanggung jawab atas pembayaran tagihan aplikasi</p></li><li><p>Melakukan monitoring, memecahkan permasalahan tentang permasalahan pada perangkat lunak atau perangkat keras.</p></li><li><p>Melakukan monitoring, memecahkan permasalahan tentang permasalahan internet atau jaringan.</p></li><li><p>Bekerja sama dengan berbagai departemen untuk memberikan solusi terkait permasalahan yang terkait pada IT Support, server di kantor, dan server di cloud.</p></li></ul><p><br></p><p><strong>Kualifikasi :</strong></p><p><br></p><ul><li><p>Pendidikan Minimal S1 Teknik Informatika / Teknik Komputer / Sistem Informasi</p></li><li><p>Pengalaman di sistem operasi Windows, hosting web, Sistem Operasi Linux, dan Google Apps minimal 2 tahun</p></li><li><p>Perawatan panel kontrol server ataupun piranti jaringan</p></li><li><p>Akrab dengan perangkat keras PC, Printer, Pemindai, Periferal Komputer, NAS, Mesin POS</p></li><li><p>Memahami Konektivitas PC user – Ethernet, TCP / IP, Switch, Router, Firewall, dan VPN</p></li><li><p>Berpengalaman di Server (Hardware/Software)</p></li><li><p>Kemampuan untuk mengkomunikasikan informasi teknis baik lisan maupun tulisan</p></li><li><p>Penempatan kerja di Jakarta Barat&nbsp;</p></li></ul><p><br></p></div>","Jakarta Barat, Jakarta Raya","2026-01-17T04:53:39Z","IT SUPPORT"
"3E ACCOUNTING PTE LTD","60521371","https://bx-branding-gateway.cloud.seek.com.au/15db055b-6b70-4126-978a-babee625a63f.1/serpLogo","3E Accounting","We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed.","<div class=""lsj4yq0 _1lpkkfn0""><p>We are looking for bright individuals who are energetic, having or showing a strong desire and determination to succeed, and thrive in a fast-paced tech savvy work environment. We have various open positions and are looking for partners and associates who can be part of our dynamic team of IT, corporate secretarial, HR, admin, customer services, accounting and taxation professionals.</p><p><strong>Job Scope:</strong></p><ul><li><p>Responsible in supporting the full software development of new and existing applications.</p></li><li><p>Explore and create new design/architectures (but not limited to) for better scaling and performance of services</p></li><li><p>Optimise application for maximise speed and scalability.</p></li><li><p>Maintaining the system, new feature, bug fixing, code refactoring and performance optimisation.</p></li><li><p>Possess the ability to translate ideas into functioning features</p></li><li><p>Deliver high quality application and system support</p></li><li><p>Any other ad-hoc duties as required or assigned</p></li></ul><p><strong>Job Requirement:</strong></p><ul><li><p>Degree in Computer Science</p></li><li><p>Strong hands-on programming skills</p></li><li><p>Able to work independently</p></li><li><p>Good to have knowledge of Pyhthon, SQL, Java, C++</p></li></ul><p><strong>What we do to make you successful?</strong></p><ul><li><p>Strong and conducive working environment</p></li><li><p>Opportunities for career advancement within the company</p></li><li><p>Attractive remuneration that commensurate with skill and experience</p></li><li><p>Flexible work arrangement</p></li></ul><p>At 3E, all you need to do is to love what you do. Let's send in your CV today.</p><p><strong>About 3E Accounting</strong></p><p>3E has been in the market for more than 10 years and is currently headquartered in Singapore with branches in Malaysia, Hong Kong, and Indonesia. We also have strong network across the globe where we build the largest&nbsp;Accounting Network with an international presence in over 110 countries worldwide, with an exclusivity of one accounting firm selected in each country that is in line with the 3E branding and core values with a strong professional background and experience with both its local jurisdictions and regulations and international facing.&nbsp;</p><p>At 3E, we have a large pool of qualified and experienced Advisers and Partners who sits on the board, including those with extensive working experience in large well-established companies such as Big Four. You may refer to&nbsp;Our Team&nbsp;for more details.&nbsp;As the&nbsp;Malaysia Brands Top Player&nbsp;for company incorporation, you can validate our professional qualifications with the relevant professional bodies simply by referring to&nbsp;Our Awards and Milestones on our official website.</p><p>We believe in offering the best quality value-over-price service with our qualified team of professional advisers.&nbsp;</p><p>We are truly generous in offering customized solutions on all company incorporation and compliance matters.</p></div>","Jakarta Raya","2026-02-03T04:14:38Z","Junior Full Stack Software Developer (Jakarta Work From Home)"
"PT Intergastra Nusantara","60865279","https://bx-branding-gateway.cloud.seek.com.au/0f29e4f4-4408-48c7-a58f-45ed431b8bd0.1/serpLogo","Intergastra Nusantara","Bergabunglah dengan tim IT kami yang dinamis! Kami tawarkan gaji kompetitif, tunjangan menarik, dan peluang pengembangan karier.","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Gambaran Umum Pekerjaan</strong><br>Kami dari PT Intergastra Nusantara, perusahaan yang bergerak di bidang Distributor Alat Kesehatan di Indonesia, sedang mencari profesional IT Staff yang berdedikasi untuk bergabung dengan tim kami di Jakarta. Dalam peran ini, Anda akan memainkan peran kunci dalam memastikan kelancaran operasional sistem dan infrastruktur jaringan perusahaan kami.</p><p><strong>Tanggung Jawab Utama</strong></p><ul><li><p>Manajemen Jaringan &amp; Server: Instalasi, konfigurasi, dan pemeliharaan LAN, Wi-Fi, VPN, Active Directory, serta email server dari tahap awal (zero/from scratch).</p></li><li><p>Pemeliharaan Teknis: Melakukan troubleshooting dasar pada perangkat keras (hardware) maupun perangkat lunak (software).</p></li><li><p>Administrasi &amp; Inventaris: Bertugas sebagai IT Admin, mengelola inventaris perangkat IT, serta melakukan entri data dengan rapi, teliti, dan akurat.</p></li><li><p>Pengembangan Perangkat Lunak (Opsional): Membantu dalam tugas pemrograman dasar sesuai kebutuhan tim.</p></li></ul><p><strong>Kualifikasi</strong></p><ul><li><p>Minimal lulusan Diploma (D3) atau Sarjana (S1) di bidang Teknologi Informasi atau bidang terkait.</p></li><li><p>Terbuka bagi lulusan baru (fresh graduate) hingga kandidat dengan pengalaman maksimal 3 tahun.</p></li><li><p>Menguasai setup jaringan (LAN, Wi-Fi, VPN), konfigurasi email server, serta pengelolaan Active Directory.</p></li><li><p>Memiliki pemahaman yang baik mengenai hardware dan software support.</p></li><li><p>Mahir menggunakan Microsoft Office (Word, Excel, PowerPoint) dan Microsoft Outlook.</p></li><li><p>Memiliki kemampuan coding dasar (programming) sebagai nilai tambah.</p></li><li><p>Komunikatif, teliti, rapi, serta mampu bekerja secara kolaboratif dalam tim.</p></li></ul><p>PT Intergastra Nusantara adalah pemain terkemuka di industri Distributor Alat Kesehatan di Indonesia. Dengan pengalaman lebih dari 20 tahun, kami telah membangun reputasi kuat sebagai penyedia produk berkualitas tinggi dan inovatif.&nbsp;<br><br>Tim kami yang beragam dan berdedikasi merupakan aset utama kami. Kami menawarkan lingkungan kerja yang inklusif, kolaboratif, dan mendukung untuk memungkinkan karyawan kami mencapai potensi penuh mereka. Jika Anda tertarik untuk bergabung dengan kami dan menjadi bagian dari perjalanan pertumbuhan kami, lamar sekarang!</p></div>","Jakarta Raya","2026-01-29T07:41:07Z","IT Staff"
"PT Santosa Agrindo (Japfa Beef Division)","60338070","https://bx-branding-gateway.cloud.seek.com.au/cef997b8-237c-4ef1-bdd3-180c7b757463.1/serpLogo","Santosa Agrindo","Bergabung dengan tim kami dan nikmati benefit kompetitif, lingkungan kerja yang dinamis, dan kesempatan pengembangan karir yang jelas.","<div class=""lsj4yq0 _1lpkkfn0""><h2><strong>Uraian tugas</strong></h2><ul><li><p>Membuat dan melakukan maintenance <strong>dashboard Beef</strong> dan <strong>Reporting Dashboard Qlik Sense</strong>.</p></li><li><p>Mengelola dan memelihara <strong>Data Warehouse</strong> perusahaan.</p></li><li><p>Melakukan maintenance <strong>data pipeline</strong> dari berbagai data source ke <strong>Snowflake</strong>.</p></li><li><p>Mengelola dan mengembangkan <strong>function serta procedure di Snowflake</strong> sesuai kebutuhan dashboard.</p></li><li><p>Melakukan monitoring kualitas data untuk memastikan akurasi dan konsistensi informasi.</p></li><li><p>Berkolaborasi dengan tim terkait dalam pengembangan dashboard dan solusi Business Intelligence.</p></li></ul><p><strong>Kualifikasi</strong></p><ul><li><p>Pendidikan minimal <strong>S1 Sistem Komputer / Teknik Informatika / bidang terkait</strong>.</p></li><li><p>Fresh Graduate dipersilakan melamar (pengalaman sebagai <strong>Business Intelligence Analyst</strong> menjadi nilai tambah).</p></li><li><p>Memiliki pemahaman mengenai <strong>Data Warehouse dan Business Intelligence</strong>.</p></li><li><p>Menguasai atau familiar dengan:</p><ul><li><p><strong>Qlik Sense</strong></p></li><li><p><strong>Dashboard Development</strong></p></li><li><p><strong>Snowflake</strong></p></li><li><p><strong>Data Pipeline</strong></p></li></ul></li><li><p>Mampu menganalisis data dan menyajikan informasi dalam bentuk dashboard yang informatif.</p></li><li><p>Mampu bekerja secara mandiri maupun dalam tim.</p></li><li><p>Memiliki komunikasi yang baik, teliti, dan bertanggung jawab.</p></li><li><p>Bersedia ditempatkan di Cengkareng, Jakarta Barat</p></li></ul><p><br></p></div>","Cengkareng, Jakarta Raya","2026-01-27T05:06:58Z","IT Staff"
"PT Autocomp Systems Indonesia","60874278","https://bx-branding-gateway.cloud.seek.com.au/dcc829aa-4b58-43af-8472-a04a8bc7e993.1/serpLogo","Autocomp Systems Indonesia","Support for Hardware / Network IT","<div class=""lsj4yq0 _1lpkkfn0""><p>Requirements :</p><ul><li><p>Min. Senior High School / Diploma</p></li><li><p>Strong communication skills, high initiative, good attitude</p></li><li><p>Troubleshoot hardware &amp; software (Windows OS, applications, laptops, printers, network, server)</p></li><li><p>Perform routine IT equipment checks</p></li><li><p>Control assets and license</p></li><li><p>Familiar with Ms. Office</p></li></ul><p><br></p><p>Placement : Mid Plaza, Central Jakarta</p><p><br></p></div>","Jakarta Pusat, Jakarta Raya","2026-01-20T06:55:41Z","IT Support"
"PT Environmental Indokarya","60863190","https://bx-branding-gateway.cloud.seek.com.au/b137d165-ec65-453e-9cc4-e573ac7fd908.1/serpLogo","Environmental Indokarya","If you relish challenges and seek ample opportunities for growth, we invite you to join us.","<div class=""lsj4yq0 _1lpkkfn0""><p>The <strong>Digitalization Officer</strong> is responsible for driving data collection, analysis, and visualization initiatives to support operational efficiency and client transparency. The role focuses on gathering project-related data, developing and maintaining dashboards (particularly using <strong>Power BI</strong>), and providing meaningful insights to management and clients to showcase operational performance and continuous improvement.</p><h2><strong>Key Responsibilities:</strong></h2><p><strong>1. Data Management and Collection</strong></p><ul><li><p>Coordinate with project teams to collect, validate, and consolidate operational and performance data from various sources.</p></li><li><p>Ensure data accuracy, completeness, and consistency across all reporting platforms.</p></li><li><p>Develop standardized templates and tools for project data submission and tracking.</p></li></ul><p><strong>2. Data Visualization and Reporting</strong></p><ul><li><p>Design, build, and maintain <strong>Power BI dashboards</strong> to visualize project and operational performance.</p></li><li><p>Present data insights and performance indicators to internal stakeholders and clients in a clear and professional manner.</p></li><li><p>Automate recurring reports and develop interactive visual tools to support decision-making.</p></li></ul><p><strong>3. Digitalization Initiatives</strong></p><ul><li><p>Support the implementation of digital tools and platforms to enhance operational efficiency and data-driven management.</p></li><li><p>Collaborate with cross-functional teams to identify digital solutions for process optimization and reporting improvements.</p></li><li><p>Participate in digital transformation projects, including workflow automation and data integration initiatives.</p></li></ul><p><strong>4. Performance Monitoring and Analysis</strong></p><ul><li><p>Track and analyze key performance indicators (KPIs) for ongoing projects.</p></li><li><p>Provide data-driven recommendations to improve operational effectiveness and client satisfaction.</p></li><li><p>Support management reviews and client presentations with up-to-date performance data.</p></li></ul><p><strong>5. Compliance and Documentation</strong></p><ul><li><p>Maintain proper documentation of data sources, methodologies, and dashboards.</p></li><li><p>Ensure compliance with company data governance, confidentiality, and security policies.</p></li></ul><h2><strong>Qualifications and Experience:</strong></h2><ul><li><p>Bachelor’s degree in Information Technology, Data Analytics, Business Administration, or related field.</p></li><li><p>Proven experience (2–4 years) in data management, business intelligence, or digital transformation roles.</p></li><li><p>Proficiency in <strong>Microsoft Power BI</strong>, Excel (advanced), and data visualization tools.</p></li><li><p>Familiarity with databases, data cleaning, and integration tools (e.g., SQL, SharePoint, Power Automate) is an advantage.</p></li><li><p>Strong analytical thinking, attention to detail, and problem-solving skills.</p></li><li><p>Excellent communication and presentation abilities for both internal and client-facing reporting.</p></li></ul><h2><strong>Core Competencies:</strong></h2><ul><li><p>Data-driven mindset and analytical approach.</p></li><li><p>Strong digital literacy and interest in emerging technologies.</p></li><li><p>Collaboration and teamwork across departments.</p></li><li><p>Proactive attitude and ability to manage multiple priorities.</p></li><li><p>Commitment to accuracy, quality, and continuous improvement.</p></li></ul><p><br></p></div>","Jakarta Selatan, Jakarta Raya","2026-02-03T09:06:16Z","Digitalization Officer"
"PT Pratama Graha Semesta","60908293","https://bx-branding-gateway.cloud.seek.com.au/cd56586d-8c4c-4baf-b040-c3911d8cd1d8.1/serpLogo","Pratama Graha Semesta","Bergabung dengan tim IT dinamis. Paket kompensasi kompetitif, pengembangan karir, dan fleksibilitas kerja.","<div class=""lsj4yq0 _1lpkkfn0""><p><br>Kami mencari seorang Teknisi IT Dukungan/Layanan yang berbakat untuk bergabung dengan tim kami di PT Pratama Graha Semesta di Jakarta Utara. Dalam peran ini, Anda akan menjadi bagian integral dari tim IT kami yang dinamis dan akan bertanggung jawab untuk memastikan kelancaran operasional dan dukungan teknologi bagi seluruh karyawan perusahaan. Posisi ini membutuhkan keterampilan teknis yang kuat, kemampuan komunikasi yang baik, dan semangat untuk membantu orang lain.</p><p><strong>Tanggung Jawab Utama</strong></p><ul><li><p>Menyediakan dukungan teknis langsung dan tak langsung kepada pengguna, termasuk pemecahan masalah hardware, software, dan jaringan.</p></li><li><p>Memantau, mendiagnosis, dan menangani insiden TI untuk memastikan pemulihan yang cepat dan efisien.</p></li><li><p>Memberikan pelatihan dan panduan kepada karyawan terkait penggunaan sistem dan aplikasi TI.</p></li><li><p>Berkoordinasi dengan penyedia layanan eksternal untuk memastikan penyelesaian masalah secara tepat waktu.</p></li><li><p>Memperbarui dokumentasi teknis dan membuat laporan status untuk manajemen.</p></li><li><p>Membantu dalam proyek-proyek TI yang sedang berlangsung sesuai kebutuhan.</p></li></ul><p><strong>Keterampilan, Kualifikasi, dan Pengalaman yang Dibutuhkan</strong></p><ul><li><p>SLTA/Diploma/Sarjana dalam Teknologi Informasi, Komputer, atau bidang terkait.</p></li><li><p>Minimal 2 tahun pengalaman dalam peran dukungan/layanan TI.</p></li><li><p>Pemahaman yang mendalam tentang sistem operasi Windows, jaringan, dan aplikasi perkantoran.</p></li><li><p>Kemampuan diagnostik dan pemecahan masalah yang kuat.</p></li><li><p>Keterampilan komunikasi yang baik, baik lisan maupun tertulis, untuk berinteraksi dengan pengguna di semua tingkatan.</p></li><li><p>Bersemangat untuk belajar dan menguasai teknologi baru.</p></li><li><p>Mempunyai SIM A / Sertifikasi TI yang relevan akan menjadi nilai tambah.</p></li></ul><p><br>Lamar sekarang untuk kesempatan menantang dan menarik untuk berkarir di PT Pratama Graha Semesta!</p><p><br></p></div>","Jakarta Utara, Jakarta Raya","2026-02-02T09:22:06Z","IT Support/Sevice"
"PT Lavalen Inter Nasional","61049037","https://bx-branding-gateway.cloud.seek.com.au/44e91c22-4c0e-4ef6-a8ea-e87ca70a8c90.1/serpLogo","Lavalen Inter National","Tugas dan tanggung jawab:  Instal dan konfigurasi sistem operasi dan perangkat keras komputer. Mengawasi dan mempertahankan sistem dan jaringan...","<div class=""lsj4yq0 _1lpkkfn0""><p><strong>Kualifikasi</strong></p><p>- Pendidikan minimal D3/S1 di bidang Teknik Informatika, Sistem Informasi, atau jurusan terkait.</p><p>- Memiliki pengalaman kerja di bidang IT Support/Help Desk/Web Maintenance minimal 1–2 tahun.</p><p>- Mampu bekerja secara mandiri maupun tim, dengan komunikasi yang baik.</p><p>- Berorientasi pada problem solving dan memiliki kemampuan analisis yang kuat.</p><p>- Bersedia bekerja dengan sistem shift atau on-call jika diperlukan.</p><p><br></p><p><strong>Deskripsi Pekerjaan</strong></p><p><strong>Help Desk</strong></p><p>- Menguasai troubleshooting hardware &amp; software (PC, printer, jaringan, aplikasi).</p><p>- Familiar dengan sistem operasi Windows/Linux/MacOS.</p><p>- Pengetahuan dasar tentang networking (LAN, WAN, TCP/IP, router, firewall).</p><p>- Mampu memberikan support langsung maupun remote kepada user.</p><p>- Terbiasa menggunakan ticketing system atau aplikasi help desk.</p><p><br></p><p><strong>Web Maintenance</strong></p><p>- Menguasai HTML, CSS, JavaScript dasar untuk perbaikan tampilan website.</p><p>- Familiar dengan CMS (WordPress, Joomla, Drupal).</p><p>- Pengetahuan dasar database (MySQL/PostgreSQL).</p><p>- Mampu melakukan update konten, patch keamanan, dan backup rutin.</p><p>- Memahami konsep SEO dasar dan web performance monitoring.</p><p><br></p><p><strong>Soft Skills</strong></p><p>- Customer service oriented: sabar dan ramah dalam menghadapi user.</p><p>- Time management: mampu mengatur prioritas pekerjaan.</p><p>- Documentation skill: terbiasa membuat laporan troubleshooting dan update sistem.</p><p>- Adaptif terhadap teknologi baru dan cepat belajar.</p></div>","Jakarta Raya","2026-02-06T09:08:02Z","STAFF IT"
"Rahi Systems Pte. Ltd.","60553118","https://bx-branding-gateway.cloud.seek.com.au/f60a7255-4864-4a4b-b0aa-96aa2ad885d3.1/serpLogo","Rahi Systems","You will be managing data center services for a Giant Tech MNC.","<div class=""lsj4yq0 _1lpkkfn0""><p>Responsibilities<br>• Hardware Support - Installations, Move, Add, Change<br>• Decommission of IT equipment (networks, servers, networks, storage, backup devices)<br>• Media management - HDD/SSD Destruction and Disposals<br>• Connect and disconnect patch cables to equipment in DC<br>• Server Hardware break fix support - Installation of parts, reseat module, SFP module replacement including HDD / Memory / Mainboard, etc.<br>• Regular physical / visual inspection equipment and data center operations facilities<br>• Provide onsite support during scheduled maintenance / change events<br>• Troubleshooting of issues for IT and network related equipment<br>• Inventory management of RMA, cold spares, equipment and tools<br>• Vendor Management - Coordination, Vendor Supervision<br>• DC Access Request Management<br>• POP Site operations support and standby<br>• Provide regular reporting on progress as required (move, change, support request and change) and develop continuously improvement capabilities<br>• Provide after business hours support based on on-call schedule and shift work when required<br>• Any other duties as assigned<br>&nbsp;</p><p>Requirements<br>• Minimum of 1 -3 years’ experience working in the Data Centre operations space<br>• Good understanding and knowledge in data structured cabling and patching<br>• Experienced in hardware support, breakfix and troubleshooting.<br>• Ability to respond to issues and provide timely updates, and escalation<br>• Experience working in a large-scale critical environment is a plus<br>• Fresh graduates with adequate knowledge are welcomed to try<br>&nbsp;</p><p>Advantageous Skills &amp; Knowledge<br>• Rack, space, power and cooling allocations for new install or relocation requests<br>• Capacity management (space, power, cooling, patch panel port availability)<br>• Incident / Change Management Process<br>• Understanding of DC Space, Power, Cooling Management<br>• Certifications eg. CDCP, ITIL, Server+, Linux+, Network+, A+, CCNA.</p></div>","Karawang, Jawa Barat","2026-01-29T03:51:33Z","Data Center Operations Technician (Jakarta, 24/7 shift)"
"PT Prawathiya Karsa Pradipta","60876768","https://bx-branding-gateway.cloud.seek.com.au/c4b096d1-6f6c-4edb-a3ef-6468e9708f49.2/serpLogo","Prawathiya Karsa Pradiptha","Posisi ini memastikan layanan IT berjalan optimal sesuai SLA, serta memberikan dukungan teknis yang cepat, komunikatif, dan solutif.","<div class=""lsj4yq0 _1lpkkfn0""><p>Job Desc :</p><ul><li><p>Menerima dan Mengelola Laporan Masalah</p></li><li><p>Memberikan bantuan dan panduan kepada pengguna dalam penggunaan aplikasi, termasuk troubleshooting masalah umum dan memberikan solusi</p></li><li><p>Memantau kinerja aplikasi dan sistem secara proaktif, serta membuat laporan berkala mengenai</p></li><li><p>masalah yang terjadi dan solusi yang diberikan</p></li><li><p>Berkomunikasi dan berkoordinasi dengan tim terkait untuk menyelesaikan masalah yang kompleks atau membutuhkan perbaikan lebih lanjut</p></li><li><p>Memastikan kelancaran operasional aplikasi dan kepuasan penggunamemastikan kelancaran operasional aplikasi dan kepuasan pengguna</p></li></ul><p>Kualifikasi:</p><ul><li><p>Pendidikan Min D3/S1</p></li><li><p>Memiliki Pemahaman sistem operasi, jaringan, program komputer, dan penanganan masalah terkaitvirus/malware dengan baik</p></li><li><p>Kemampuan Pemecahan Masalah (Problem Solving Pemahaman dasar bahasa pemrograman)</p></li><li><p>Communication Skills, Critical Thinking, Adaptability &amp; Flexibility, Collaboration &amp; Teamwork</p></li></ul><p><br></p></div>","Bekasi, Jawa Barat","2026-02-09T04:06:44Z","Service Desk"
