occupation_id,occupation_name,competency_unit
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mendeteksi potensi terjadinya gangguan saat implementasi perangkat iot (device)
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mendesain perangkat lunak (firmware) untuk device iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),merancang sistem keamanan pada perangkat iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mendeteksi potensi gangguan saat implementasi aplikasi iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mengatasi gangguan saat implementasi perangkat iot (device)
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mengatasi terjadinya gangguan saat implementasi aplikasi iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),melaksanakan evaluasi kelemahan (vulnerabilitas) keamanan pada perangkat iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),merekomendasi optimasi konektivitas iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mengoptimalisasikan platform iot
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),melakukan optimalisasi perangkat iot dan pemutakhiran firmware pada perangkat (device) secara over the air (ota)
TIK.INF0612,ARSITEK KEAMANAN IoT (IoT SECURITY ARCHITECT),mengelola audit keamanan informasi pada perangkat iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),"orang yang bertanggung jawab untuk merancang, mengembangkan, dan memelihara sistem aplikasi, mereka bekerja dengan tim lain untuk memahami kebutuhan bisnis dan kemudian mengembangkan solusi yang memenuhi kebutuhan tersebut. kualifikasi ini memiliki kemampuan mengaplikasikan bidang internet of things dalam penyelesaian masalah serta mampu beradaptasi terhadap situasi yang dihadapi. menguasai konsep teoritis bidang internet of things secara umum dan konsep teoritis bagian khusus dalam bidang pengetahuan tersebut secara mendalam, serta mampu memformulasikan penyelesaian masalah prosedural. mampu mengambil keputusan yang tepat berdasarkan analisis informasi dan data, dan mampu memberikan petunjuk dalam memilih berbagai alternatif solusi secara mandiri dan kelompok. bertanggung jawab pada pekerjaan sendiri dan dapat diberi tanggung jawab atas pencapaian hasil kerja organisasi."
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),perancangan dan pengembangan aplikasi iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),pemilihan dan pengimtegrasiankomponen aplikasi iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),bertaqwa kepada tuhan yang maha esa
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),"memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya"
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),berperan sebagai warga negara yang bangga dan cinta tanah air serta mendukung perdamaian dunia
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mampu bekerja sama dan memiliki kepekaan sosial dan kepedulian yang tinggi terhadap masyarakat dan lingkungannya
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),"menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain"
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),menjunjung tinggi penegakan hukum serta memiliki semangat untuk mendahulukan kepentingan bangsa serta masyarakat luas
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mendefinisikan dan mengimplementasikan arsitektur sistem aplikasi
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),memimpin pengembangan dan pemeliharaan sistem aplikasi
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),bekerja dengan tim lain untuk memahami kebutuhan bisnis
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),melakukan penelitian dan pengembangan untuk teknologi baru
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mendokumentasikan sistem aplikasi
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),memiliki wewenang untuk membuat keputusan teknis tentang sistem aplikasi
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),memiliki wewenang untuk mengelola tim pengembang
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),memiliki wewenang untuk mengakses dan menggunakan sumber daya perusahaan
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),membuat analisis sistem dan flow aplikasi iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mendeteksi potensi terjadinya gangguan saat implementasi perangkat iot (device)
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mendeteksi potensi gangguan saat implementasi platform iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mengatasi terjadinya gangguan saat implementasi platform iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mendeteksi potensi gangguan saat implementasi aplikasi iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mengatasi terjadinya gangguan saat implementasi aplikasi iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mengoptimalisasikan platform iot
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),melakukan optimalisasi perangkat iot dan pemutakhiran firmware pada perangkat (device) secara over the air (ota)
TIK.INF0613,ARSITEK APLIKASI (APPLICATION ARCHITECT),mengoptimalisasi ui/ux aplikasi iot
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),"orang yang bertanggung jawab terkait pemilihan teknologi yang berhubungan dengan perbaikan postur keamanan data pribadi, membantu meningkatkan tingkat kepatuhan, serta menurunkan risiko pdp."
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),memastikan kepatuhan terkait peraturan perundang-undangan pdp dalam hubungannya dengan penggunaan teknologi yang mendukung pelaksanaan pdp dan menurunkan risiko pemrosesan data pribadi
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),analitis
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),bertanggung jawab
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),berintegritas
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),komunikatif
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),bebas konflik kepentingan dengan vendor/mitra
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),"mengidentifikasi kebutuhan terkait teknologi pendukung pdp atau privacy enhancing technology (seperti enkripsi end-to-end, tokenisasi, differential privacy, anonimisasi/pseudonimisasi, key management, dlp, casb), mengidentifikasi vendor terkait teknologi tersebut, melaksanakan pemilihan teknologi sesuai kebutuhan dan anggaran organisasi, melakukan pengujian poc, melakukan benchmark, mengimplementasi teknologi dan menjaga supaya tetap berjalan sesuai masa hidupnya."
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),memilih teknologi sesuai dengan kebutuhan dan anggaran organisasi
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),meminta informasi dan mengundang vendor terkait solusi
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),memberi laporan kepada manajer operasional pdp terkait pemilihan teknologi pdp
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),telah mengikuti pelatihan terkait peraturan pelaksana pelindungan data pribadi secara umum dan pelatihan secara khusus tentang teknologi yang mendukung pelaksanaan pdp dan menurunkan risiko pemrosesan data pribadi; dan
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),mengidentifikasi peraturan perundang-undangan terkait pelindungan data pribadi
TIK.INF0614,- PELAKSANA TEKNOLOGI PDP (PRIVACY ENHANCING TECHNOLOGY IMPLEMENTER),menerapkan program kerja pelindungan data pribadi
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,orang yang bertanggung jawab untuk mengawasi dan memastikan kelancaran instalasi dan pemeliharaan perangkat keras (hardware) di sebuah organisasi. okupasi ini juga bertanggung jawab untuk memastikan bahwa perangkat keras yang digunakan sesuai dengan kebutuhan organisasi dan dapat berfungsi dengan baik.
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,bidang instalasi dan pemeliharaan perangkat keras
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,bidang manajemen pengetahuan dan sistem
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,kemampuan untuk bekerja secara mandiri dan dalam tim
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,kemampuan untuk berkomunikasi secara efektif
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,berpikir kritis dan analitis
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,pemecahan masalah
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,beradaptasi dengan perubahan
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,bekerja di bawah tekanan
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,merencanakan dan mengawasi proses instalasi perangkat keras baru
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan pemeliharaan rutin terhadap perangkat keras yang sudah ada
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,mendiagnosis dan memperbaiki masalah pada perangkat keras
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melatih staf teknisi terkait instalasi dan pemeliharaan perangkat keras
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan penelitian dan pengembangan terkait teknologi perangkat keras terbaru
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,memantau dan meningkatkan sistem manajemen pengetahuan
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,merancang rencana pemulihan dari bencana
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,mengarahkan dan memotivasi staf teknisi
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,mengalokasikan sumber daya
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan negosiasi dengan vendor
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,membuat keputusan terkait instalasi dan pemeliharaan perangkat keras
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,merumuskan kebutuhan pengguna
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,memperbaiki cpu
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,memperbaiki keyboard
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,memperbaiki monitor
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,mencegah komputer dari serangan berbagai jenis virus
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan recovery data
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan backup data dan sistem
TIK.INF0501,PENGELOLA INSTALASI DAN PEMELIHARAAN PERANGKAT KERAS MUDA (ASSOCIATE,melakukan restore sistem operasi
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),orang yang bertanggung jawab untuk mengelola dan memelihara jaringan komputer di suatu organisasi.
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),perencanaan dan implementasi jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),pengelolaan dan pemeliharaan jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),kemampuan berkomunikasi dan bekerja sama dengan tim
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),kemampuan berpikir kritis dan analitis
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),kemampuan untuk belajar dan beradaptasi dengan perubahan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),"merancang dan mengimplementasikan sistem keamanan jaringan, seperti firewall, intrusion detection system (ids), dan virtual private network (vpn)"
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),"mengelola dan memelihara sistem keamanan jaringan, seperti melakukan pemindaian keamanan, menerapkan patch keamanan, dan memantau aktivitas jaringan"
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengelola dan memelihara sistem identitas dan akses
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengelola dan memelihara sistem manajemen perangkat
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengelola kebijakan akses jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengelola perangkat lunak dan firmware jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),melakukan audit jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),melakukan evaluasi jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),merancang pengalamatan jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),merancang keamanan jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),merancang pemulihan jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),memasang jaringan nirkabel
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),memasang perangkat jaringan ke dalam sistem jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengkonfigurasi switch pada jaringan
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengkonfigurasi routing pada perangkat jaringan dalam satu autonomous system
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),mengkonfigurasi routing pada perangkat jaringan antar autonomous system
TIK.INF0502,- ADMINISTRATOR JARINGAN MUDA (ASSOCIATE NETWORK ADMINISTRATOR),memonitor keamanan dan pengaturan akun pengguna dalam jaringan komputer
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),"orang yang bertanggung jawab untuk menganalisis, mendesain, dan mengimplementasikan solusi komputasi cloud. mereka bekerja dengan bisnis dan organisasi untuk memahami kebutuhan mereka dan kemudian mengembangkan solusi yang memenuhi kebutuhan tersebut. cloud computer analyst juga bertanggung jawab untuk mengelola dan memelihara solusi cloud, serta memastikan bahwa solusi tersebut aman dan andal."
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),bidang arsitektur
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),bidang operasi
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),keterampilan pemrograman dan scripting
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),keterampilan analisis dan pemecahan masalah
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),keterampilan komunikasi dan kerja tim
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),keterampilan beradaptasi
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),menganalisis kebutuhan bisnis dan organisasi
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),merancang dan mengimplementasikan solusi komputasi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),mengelola dan memelihara solusi komputasi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),memastikan keamanan dan keandalan solusi komputasi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),mendukung pengguna dan pelanggan
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),melakukan penelitian dan pengembangan teknologi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),membuat rekomendasi untuk peningkatan solusi komputasi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),bernegosiasi dengan penyedia layanan cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),mengalokasikan sumber daya untuk solusi komputasi cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),membangun virtualisasi sesuai kebutuhan organisasi pada public/private/hybrid/sovereign cloud
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),"mengelola aktivitas rutin pada iaas, paas, dan saas"
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),memantau sarana dan prasarana agar bisa digunakan oleh pengguna sesuai service level agreement (sla)
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),memberikan dukungan teknis atas masalah pengguna
TIK.INF0503,PENDUKUNG TEKNIK CLOUD MUDA (ASSOCIATE CLOUD TECHNICAL SUPPORT),mengelola insiden pada sistem cloud
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),"okupasi yang bertanggung jawab untuk merencanakan, menginstal, mengoperasikan, dan memelihara jaringan komputer skala menengah."
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),perancangan dan implementasi jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),operasi dan pemeliharaan jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),kemampuan bekerja secara mandiri dan dalam tim
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),kemampuan berkomunikasi secara efektif dengan pelanggan dan rekan kerja
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),merencanakan dan mengimplementasikan jaringan komputer skala menengah
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengoperasikan dan memelihara jaringan komputer
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mendiagnosis dan memecahkan masalah jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mendukung pengguna jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mendokumentasikan jaringan komputer
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengambil keputusan terkait jaringan komputer
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),melakukan pembelian perangkat dan layanan jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengatur anggaran jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mempengaruhi kebijakan jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengumpulkan kebutuhan teknis pengguna yang menggunakan jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengumpulkan data peralatan jaringan dengan teknologi yang sesuai
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),merancang topologi jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),merancang pengalamatan jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),menentukan spesifikasi perangkat jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),memasang kabel jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),memasang jaringan nirkabel
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengkonfigurasi switch pada jaringan
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengkonfigurasi routing pada perangkat jaringan dalam satu autonomous system
TIK.INF0504,- TEKNISI JARINGAN KOMPUTER MUDA (ASSOCIATE COMPUTER NETWORK TECHNICIAN),mengkonfigurasi routing pada perangkat jaringan antar autonomous system
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),"orang yang bertanggung jawab untuk merancang, mengembangkan, dan memelihara perangkat iot. kualifikasi ini memiliki kemampuan untuk menyelesaikan pekerjaan berlingkup luas, memilih metode yang sesuai dari beragam pilihan yang sudah maupun belum baku dengan menganalisis data dan informasi (termasuk aturan/regulasi, spesifikasi/standar yang relevan dan berlaku), serta mampu menunjukkan kinerja dengan mutu dan kuantitas yang terukur. menguasai konsep teoritis dan prinsip dasar bidang internet of things secara umum, serta mampu memformulasikan penyelesaian masalah prosedural. mampu menyusun laporan tertulis secara komprehensif, mengelola kelompok kerja dan bertanggung jawab pada pekerjaan sendiri dan pencapaian hasil kerja kelompok."
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),melakukan debug perangkat iot
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),melakukan pemeliharaan perangkat iot
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),bertaqwa kepada tuhan yang maha esa
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),"memiliki moral, etika dan kepribadian yang baik di dalam menyelesaikan tugasnya"
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),berperan sebagai warga negara yang bangga dan cinta tanah air serta mendukung perdamaian dunia
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),mampu bekerja sama dan memiliki kepekaan sosial dan kepedulian yang tinggi terhadap masyarakat dan lingkungannya
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),"menghargai keanekaragaman budaya, pandangan, kepercayaan, dan agama serta pendapat/temuan orisinal orang lain; dan"
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),menjunjung tinggi penegakan hukum serta memiliki semangat untuk mendahulukan kepentingan bangsa serta masyarakat luas
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),merancang perangkat keras atau perangkat lunak dengan mempertimbangkan kebutuhan proyek atau produk
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),membangun atau mengembangkan perangkat sesuai dengan desain yang telah disepakati
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),mengidentifikasi dan memecahkan masalah teknis yang mungkin muncul selama pengembangan atau pemeliharaan perangkat
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),melakukan uji coba untuk memverifikasi kinerja perangkat dan memastikan bahwa mereka memenuhi standar kualitas dan keamanan yang ditentukan
TIK.INF0505,INSINYUR PERANGKAT MUDA (ASSOCIATE DEVICE ENGINEER),"membuat dokumentasi teknis seperti manual pengguna, laporan pengujian, dan spesifikasi teknis"
