academic_year,course_name,meeting_number,meeting_content
20242,Interpersonal Skill,1,"INTRODUCTION INTERPERSONAL SKILL John Hayes - Specific sub-topics: - Why interpersonal skill? - Understanding yourself What Predicets Succsess Specific sub-topics: Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. Topic: What Predicets Succsess Specific sub-topics: 1. Introduction to the course 2. Why do some high potensial people fail and other succed? 3. Management skill: attitude, personality, and perception 4. Interpersonal Skill is skill in interacting with people or other party"
20242,Interpersonal Skill,2,"Developing self awareness Management skill for everyday life: the practical coach. Caproni, Paula J. 2004. Prentice Hall. Specific sub-topics: 1. What is self-awareness? Benefit of self awareness 2. How to gain self-awareness? a. Self-analysis b. Behaviour c. Personality d. Attitudes e. Perceptions f. Attribution theory g. Other perceptions h. Self-disclosure i. Diverse experience Journey your self Mc Shane & Glinow - Self-concept - Self-fullfiling Interpersonal Skill"
20242,Interpersonal Skill,3,"Self disclosure and Trust Specific Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. 1. What is Self disclosure? a. Benefit on self- disclosure b. Fears associated with Self â€“ disclosure c. The role of self disclosure in incresaing 2. What is trust a. The role of trust in organizations b. Organizational trusts-builders c. A note of caution d. Johari windows concept Self Disclosure: theory , Research & Therapy for interpersonal skill Valerian J. Derlega, John H. Berg - Private Self-Consciousness and Self-Disclosure Responsiveness and Self-Disclosure - The Relation of Loneliness and Self-Disclosure"
20242,Interpersonal Skill,4,": Communicating Effectively Specific sub-topics: Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International 1. Why do some high potensial people fail and other succed? 2. What is communication? Verbal and non-verbal 3. How to implement you-attitude while communicate a message? 4. Knowing your audience 5. Active listening 6. Assertive communication 7. Taking responsibility and â€œIâ€• message 8. Informative, positive, negative, and persuasion message CROSS CULTURE COMMUNICATION Kitty O Locker - Diversity and culture basics - Diversity on workplaces - High-context culture - Low-context culture - Dimension of culture"
20242,Interpersonal Skill,5,"Proposals and program report Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. Topic: Proposals and program report Specific sub-topics: 1. What is report 2. What should I do before I write a proposal? 3. Structure of the report functions and characteristics of the report 4. Proposals for class research projects 5. Purpose of writing the research report 6. The types of proposals 7. The kinds of proposals 8. Terms of making proposals 9. The stage of preparation of proposals Understanding & Working with Diverse Others Devito - Perception - Emotional message - Conflict communication"
20242,Interpersonal Skill,6,"Communicating Across Culture Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. 1. What is culture? 2. How does culture affect business communication? 3. Consider diversity as part of audience analysis 4. Begin to be aware of the values, beliefs, and practices in other cultures 5. Become even more sensitive to verbal and nonverbal behavior Etiquette and manner In the Workplace Jane Carlson - Etiquette in the Workplace provides step-by-step suggestions useful to all workers in their daily interactions with the public. - Overcome frustration at work by gaining confidence and taking control of common difficult Interpersonal Skill"
20242,Interpersonal Skill,7,"Buildings team and work groups Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. 1. What is team work? a. Why teams? b. Potensial limitation of teams 2. Types of teams a. Team developmental stage b. Characteristics of high performance teams 3. Tips for effective teams 4. Why team fail Guest Lecture Digital HR: All reference FROM DATA TO DECISIONS: BUILDING A RESILIENT AND SECURE DIGITAL HR ECOSYSTEM"
20242,Interpersonal Skill,8,"Negotiation Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. 1. What is negotiation and Why is it important? Why do we negotiate 2. Benefit of honing negotiation skill 3. Integrative and distributive bargaining strategies 4. Five stage of negotiating 5. Strategies for negotiating effectively a. Scripting b. Framing c. Managing 6. Additional Tipe for effectively negotiating 7. Special situations in negotiations Personal Branding Farco, S, R. 2019. The masterbook of personal branding. Quadrant. Introduction to brand meaning - understand the meaning of the image - understand the meaning of reputation - how to explore self-image and develop it"
20242,Interpersonal Skill,9,"Introvert Vs Extrovert Leadership Swinton W Hudson - Influence Control Team - Mapping strategy role model extrovert and introvert leadership Managing conflict Management skill for everyday life: the practical coach. Caproni, Paula J. 2004. Prentice Hall. 1. What is conflict a. Limited resourches b. Differences in goals/objective c. Miscommunication d. Differing attitudes, values and perceptions e. Style difference 2. Why is conflict management important? 3. Sources of interpersonal conflict 4. Conflict management strategies 5. Conflict prevention techniques"
20242,Interpersonal Skill,10,"Job hunting Kitty O Locker - Researching Jobs - Resumes - Job application letter - Job Interview - Follow â€“ up letter and job offers Making decitions and solving problems creatively Interpersonal skills in organization. De Janasz, Suzanne., Dowd, Karen O., Schneider, Beth Z. 2012. McGraw-Hill International. 1. What is decitions making a. Why is decision making important? b. The decition making process c. What kind of decision maker are you? d. Collaborative decision making"
