academic_year,course_name,meeting_number,meeting_content
20242,Konsep Sistem Informasi,1,"Week#1 - Pengenalan Sistem Informasi Stair, Ralph & Reynolds, George. 2018. Principle of Information System. Cengage Learning. Thirteenth Edition. 1. Definisi Sistem Informasi 2. Data vs Informasi 3. Sistem Informasi Bisnis 4. Konsep Teknologi Informasi 5. Sistem Informasi dalam Bisnis dan Masyarakat"
20242,Konsep Sistem Informasi,2,"Week#2 - Sistem Informasi dalam Organisasi Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. 1. Definisi Organisasi 2. Perubahan Organisasi 3. Inovasi Sistem Informasi 4. Budaya Organisasi 5. Karir dalam Sistem Informasi"
20242,Konsep Sistem Informasi,3,"Week#3 - Hardware dan Mobile Devices Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. Membahas mengenai: 1. Pendahuluan 2. Perangkat Keras Komputer 3. Anatomi Komputer 4. Input dan Output Devices 5. Jenis Komputer"
20242,Konsep Sistem Informasi,4,
20242,Konsep Sistem Informasi,5,"Week#5 - Software dan Mobile Application Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. 1. Pendahuluan 2. An Overview of Software 3. Komponen Software 4. Ruang Lingkup Software 5. Latihan"
20242,Konsep Sistem Informasi,6,Week#6 - Sistem Basis Data dan BIG Data Topic: Database and Big Data Specific sub-topics: 1. Data Fundamental 2. Data Modeling and Database Characteristic 3. RDBMS 4. Big Data 5. Technology Used to Process Big Data 1. Data Fundamentals 2. Data Modeling dan Karakteristik Database 3. Pentingnya DBMS 4. Pengantar BIG Data 5. Sumber BIG Data 6. Penggunaan BIG Data 7. Tantangan BIG Data
20242,Konsep Sistem Informasi,7,Week#7 - Presentasi Presentasi materi yang telah dibahas untuk masing-masing kelompok
20242,Konsep Sistem Informasi,8,Week#8 - Presentasi Tiap Kelompok lakukan presentasi sesuai materi yang telah dipilih
20242,Konsep Sistem Informasi,9,"Week#9 - Networks dan Cloud Computing Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. 1. Networks Fundamental 2. The Internet dan Web 3. Internet of Things 4. Cloud Computing"
20242,Konsep Sistem Informasi,10,"Guest Lecture Mindshare Meetup ""Membangun SDM Unggul melalu Mengikuti Guest Lecture Prodi SIF x LPkM Konsep Sistem Informasi"
20242,Konsep Sistem Informasi,11,"Week#12 - Enterprise Resource Planning (ERP) Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. Any source from Google for Picture 1. Transaction Processing System 2. Jenis-Jenis TPS 3. Enterprise System"
20242,Konsep Sistem Informasi,12,"Week#10 - E-Commerce dan M-Commerce Ralph M. Stair and George W. Reynolds (2018). Principle of Information Systems, 13Edition. Cengage Learning. Any source from Google for Picture 1. Pengantar E-Commerce 2. Pengantar M-Commerce 3. E-Government 4. Aplikasi e-Commerce dan m-Commerce 5. Strategi Kesuksesan e-Commerce dan m-Commerce 6. Infrastruktur Teknologi"
20242,Konsep Sistem Informasi,13,Week#13 - Latihan Soal dan Quiz 1. Quiz Materi ERP 2. Latihan Soal Pra-Final Exam
20242,Konsep Sistem Informasi,14,"Week#14 - Guest Lecture ""Knowledge and Specialized Management Kuliah tamu interaktif dengan dosen Universitas Negeri Makassar LAN and Wireless"
20242,LAN and Wireless,1,"Networking Today & Basic Switch and End Device Configuration CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, hhttps://www.netacad.com/courses/ccnaintroductionnetworks?courseLang= enUS&deliveryType=INSTRUCTOR_LED (Chapter 1, 2) 1. Introduction to Networking Today 2. Network Affect our Lives 3. Network Components 4. Network Representation and Topologies 5. Common Types of Networks 6. Internet Connections 7. Reliable Networks 8. Network Trends 9. Network Security 10. The IT Professional 11. Introduction of Basic Switch and End Device Configuration 12. Cisco IOS Access 13. IOS Navigation"
20242,LAN and Wireless,2,"Protocols and Models & Physical Layer CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=enUS&deliveryType=INSTRUCTOR_LED 1. Introduction of Protocols and Models 2. The Rules 3. Protocols 4. Protocol Suite 5. Standards Organizations 6. Reference Models 7. Data Encapsulation 8. Data Access 9. Introduction to Physical Layer 10. Purpose of the Physical Layer 11. Physical Layer Characteristics 12. Copper Cabling 13. UTP Cabling 14. Fiber-Optic Cabling 15. Wireless Media"
20242,LAN and Wireless,3,"Number Systems and Data Link Layer CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccnaintroductionnetworks?courseLang=enUS&deliveryType=INSTRUCTOR_LED (Chapter 5, 6) 1. Introduction to Number Systems 2. Binary Number System 3. Hexadecimal Number System 4. Introduction to Data Link Layer 5. Purpose of the Data Link Layer 6. Topologies 7. Data Link Frame"
20242,LAN and Wireless,4,"Ethernet Switching CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en- US&deliveryType=INSTRUCTOR_LED (Chapter 7) 1. Introduction to Ethernet Switching 2. Ethernet Frame 3. Ethernet MAC Address 4. The MAC Address Table 5. Switch Speeds and Forwarding Methods"
20242,LAN and Wireless,5,"Network Layer CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 ITN)â€•, ttps://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 8) 1. Introduction to Network Layer 2. Network Layer Characteristics 3. IPv4 Packet 4. IPv6 Packet 5. How a Host Routes 6. Router Routing Tables LAN and Wireless"
20242,LAN and Wireless,6,"Address Resolution CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 9) 1. Introduction to Address Resolution 2. MAC and IP 3. ARP 4. IPv6 Neighbour Discovery"
20242,LAN and Wireless,7,"Basic Router Configuration and Quiz before Mid Term Examination CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 10) 1. Introduction to Basic Router Configuration 2. Configure Initial Router Settings 3. Configure Interfaces 4. Configure the Default Gateway"
20242,LAN and Wireless,8,"IPv4 Addressing CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccnaintroductionnetworks?courseLang=enUS&deliveryType=INSTRUCTOR_LED (Chapter11) 1. Introduction to IPv4 Addressing 2. IPv4 Address Structure 3. IPv4 Unicast, Broadcast and Multicast 4. Types of IPv4 Addresses 5. Network Segmentation 6. Subnet an IPv4 Network 7. Subnetting a /16 and a /8 Prefix 8. Subnetting to Meet Requirements 9. Variable Length Subnet Mask (VLSM) 10. Structured Design"
20242,LAN and Wireless,9,"IPv6 Addressing CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 12) 1. Introduction to IPv6 Addressing 2. IPv4 Issues 3. IPv6 Address Representation 4. IPv6 Address Types 5. GUA and LLA Static Configuration 6. Dynamic Addressing for IPv6 GUAs 7. Dynamic Addressing for IPv6 LLAs 8. IPv6 Multicast Addresses"
20242,LAN and Wireless,10,"ICMP CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccnaintroductionnetworks?courseLang=enUS&deliveryType=INSTRUCTOR_LED (Chapter 13) 1. Introduction to ICMP 2. ICMP Messages 3. Ping and Traceroute Tests"
20242,LAN and Wireless,11,"Transport Layer CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 14) 1. Introduction to Transport Layer 2. Transportation of Data 3. TCP Overview 4. UDP Overview 5. Port Numbers 6. TCP Communication Process 7. Reliability and Flow Control 8. UDP Communication"
20242,LAN and Wireless,12,"Application Layer CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks? courseLang=enUS&deliveryType=INSTRUCTOR_LED (Chapter 15) 1. Introduction to application layer 2. Application, Presentation and Session 3. Peer-to-Peer 4. Web and Email Protocols 5. IP Addressing Services 6. File Sharing Services"
20242,LAN and Wireless,13,"Network Security Fundamentals CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•, https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-US&deliveryType=INSTRUCTOR_LED (Chapter 16) 1. Introduction to Network Security Fundamentals 2. Security Threats and Vulnerabilities 3. Network Attacks 4. Network Attacks Mitigation 5. Device Security"
20242,LAN and Wireless,14,"Build a Small Networks CCNA version 7.02, Module 1, â€œIntroduction to Networks v.7.02 (ITN)â€•,https://www.netacad.com/courses/ccna-introductionnetworks?courseLang=en-S&deliveryType=INSTRUCTOR_LED (Chapter 17, 1- 17) 1. Introduction to Build a Small Network 2. Devices in a Small Network 3. Small Network Applications and Protocols 4. Scale to Larger Networks 5. Verify Connectivity 6. Host and IOS Commands 7. Troubleshooting Methodologies 8. Troubleshooting Scenarios Manajemen Jaringan"
20242,Manajemen Jaringan,1,"Data Communications and Network Management Overview Subramanian, Mani (2000), Network Management Principles and Practice, Addison Wesley -Telecommunications overview -Data communications overview -Evolution of converged networks -Desktop processors and LAN technology -Client-Server architecture in networking -Internet and intranet -Network communication protocols -OSI and Internet s"
20242,Manajemen Jaringan,2,"Review of Information Network and Technology Subramanian, Mani, ""Network Management: Principles and Practice"" â€¢ Network components and technologies to be managed â€¢ Network Topologies: LAN and WAN â€¢ Wired LAN topology: Bus, Ring, Star, and Hybrid Hub â€¢ Wireless LAN â€¢ WAN topology: Mesh and Tree â€¢ Fixed and mobile wireless networks â€¢ Fiber networks â€¢ Ethernet LAN: â€¢ Physical media and MAC protocol â€¢ 10 and 100 Mbps; 1 and 10 Gbps Ethernet LAN â€¢ Switched and Duplex Ethernet LANs â€¢ Virtual LAN â€¢ Token-ring LAN â€¢ FDDI â€¢ Network components â€¢ Bridges â€¢ Routers â€¢ Gateways â€¢ Circuit switching and packet switching â€¢ Transmission technology â€¢ Transmission media: Wired and Wireless â€¢ Transmission modes â€¢ Multiplexing: TDM and WDM â€¢ SONET and SDH â€¢ Multimedia networks and services"
20242,Manajemen Jaringan,3,"Basic Foundations: Standards, Models, and Language Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢Standards, Models, and Language needed for network management â€¢Network Models â€¢OSI â€¢Internet â€¢TMN â€¢IEEE 802 â€¢Web-based â€¢Management communication protocols â€¢SNMP â€¢CMIP â€¢XML â€¢CORBA â€¢ASN.1 language â€¢Syntax â€¢Macro â€¢Basic encoding rule â€¢Management application functions Manajemen Jaringan"
20242,Manajemen Jaringan,4,"SNMPv1 Network Management: Organization and Information Mo Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢IETF SNMP standard â€¢History â€¢RFC, STD, and FYI â€¢Organization Model â€¢2- and 3-tier models â€¢Manager and agent â€¢Management messages â€¢Structure of management information, SMI â€¢Object type and instance â€¢Scalar and aggregate managed objects â€¢Management information base, MIB â€¢NMS physical and virtual databases â€¢IETF MIB-2 standard"
20242,Manajemen Jaringan,5,"SNMPv1 Network Management: Communication and Functional M Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢Communication model: Administrative and messages â€¢Administrative structure â€¢Community-based model â€¢Access policy â€¢MIB view â€¢Message PDU â€¢SNMP protocol specifications â€¢SNMP operations â€¢SNMP MIB â€¢SNMP functional model"
20242,Manajemen Jaringan,6,"SNMP Management: SNMPv2 Subramanian, Mani, ""Network Managemen: Principle and Practice"". â€¢Community-based security â€¢SNMPv2 enhancements â€¢Additional messages â€¢Formalization of SMI â€¢Get-bulk request and information-request â€¢SNMP MIB modifications â€¢Incompatibility with SNMPv1 â€¢Proxy server â€¢Bilingual manager"
20242,Manajemen Jaringan,7,"SNMP Management: SNMPv3 Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢SNMPv3 features â€¢Documentation architecture â€¢Formalized SNMP architecture â€¢Security â€¢SNMP engine ID and name for network entity â€¢SNMPv3 applications and primitives â€¢SNMP architecture â€¢Integrates the three SNMP versions â€¢Message processing module â€¢Dispatcher module â€¢Future enhancement capability â€¢User security model, USM â€¢Derived from user ID and password â€¢Authentication â€¢Privacy â€¢Message timeliness â€¢View-based access control model, VACM â€¢Configure set of MIB views for agent with contexts â€¢Family of subtrees in MIB views â€¢VACM process"
20242,Manajemen Jaringan,8,"SNMP Management: RMON Subramanian, Mani, ""Network Management: Principle and Practice"". -Remote network monitoring, RMON -RMON1: Monitoring Ethernet LAN and token-ring LAN -RMON2: Monitoring upper protocol layers -Generates and sends statistics close to subnetworks to central NMS -RMON MIBs for RMON group objects Manajemen Jaringan"
20242,Manajemen Jaringan,9,"Telecommunications Management Network Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢Telecommunications Management Network, TMN â€¢Concept of Operations Support System, OSS â€¢TMN conceptual model includes: â€¢Customers â€¢Service providers â€¢Network â€¢Operations support systems, OSSs â€¢System operators â€¢TMN standards and documentation â€¢TMN architecture â€¢Functional â€¢Physical â€¢Informational â€¢TMN service management architecture â€¢Network element â€¢Element management â€¢Network management â€¢Service management â€¢Business management â€¢TMN service management â€¢Operations, Administration, Maintenance, Provisioning; OAMP â€¢TMN implementation methodologies â€¢OMNIPoint â€¢eTOM"
20242,Manajemen Jaringan,10,"Network Management Tools, Systems, and Engineering Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢ Status monitoring tools â€¢ Traffic monitoring tools â€¢ Route monitoring tools"
20242,Manajemen Jaringan,11,"Network Management System Design Subramanian, Mani, ""Network Management: Principle and Practice"". Functional Requirements â€¢ Scalability â€¢ Heterogeneity â€¢ Geographic spread â€¢ Bursty Load â€¢ Real-time response â€¢ Batch processing â€¢ Diverse users â€¢ Local and remote management â€¢ Ease of use â€¢ Security â€¢ Data management Manajemen Jaringan"
20242,Manajemen Jaringan,12,"Network Management Applications Subramanian, Mani, ""Network Management: Principles and Practice"". â€¢ Network management and system management â€¢ Network management â€¢ Configuration â€¢ Fault â€¢ Performance â€¢ Security â€¢ Accounting â€¢ Configuration management â€¢ Configuration management â€¢ Service/Network provisioning â€¢ Inventory management â€¢ Fault management â€¢ Fault detection and isolation â€¢ Correlation techniques for root cause analysis â€¢ Performance management â€¢ Performance metrics â€¢ Data monitoring â€¢ Problem isolation â€¢ Performance statistics â€¢ Security management â€¢ Security policies and procedures â€¢ Security threats â€¢ Firewall â€¢ Cryptography: keys, algorithms, authentication, and authorization schemes â€¢ Secure message transfer methods â€¢ Accounting management â€¢ Report management"
20242,Manajemen Jaringan,13,"Broadband Network Management: WAN Subramanian, Mani, ""Network Management: Principle and Practice"" â€¢ Broadband WAN segment â€¢ IP (has been dealt with earlier) â€¢ ATM â€¢ MPLS â€¢ Optical and MAN feeder network â€¢ ATM â€¢ Virtual pathâ€“virtual circuit (VP-VC) operation â€¢ Real-time and non-real-time function for broadband service â€¢ ATM as public and private switched networks â€¢ Emulated LAN configuration â€¢ ATM management: M1, M2, M3, and M4 interfaces â€¢ ATM digital exchange interface management"
20242,Manajemen Jaringan,14,"Broadband Network Management: WAN Part II Subramanian, Mani, ""Network Management: Principle and Practice"". â€¢MPLS â€¢ Possesses rich features of IP and good performance of ATM â€¢ Basic principles of label switching â€¢ Label switched path, LSP â€¢ Traffic engineering â€¢ MPLS OAM â€¢ Service level management â€¢ MPLS MIBs â€¢ MPLS TE MIBs â€¢ MPLS example â€¢ Optical and MAN feeder network â€¢ SONET-based MAN â€¢ SONET transport hierarchy â€¢ SDH and (D)WDM network â€¢ SDH management â€¢ WDM management Matematika Diskrit"
20242,Matematika Diskrit,1,"Introduction to Discrete Math. Textbook, Ch. 1 (Sets) Introduction to discrete math. Syllabus explanation. Sets. Venn Diagram. Matematika Diskrit"
20242,Matematika Diskrit,2,"Set (Cont'd) and logics (intro) Textbook Ch. 1 Sets (disc. on assignment 1, venn diagram etc). Logics (intro). Preposition, Conditional, Contrapositive, Converse."
20242,Matematika Diskrit,3,"Arguments, Quantifiers, Proof. Textbook Ch 1.5, Ch. 2 Arguments. Quantifiers. Universal Quantifiers. Existensial Quantifiers."
20242,Matematika Diskrit,4,Proof. Textbook Ch. 2 Direct proof. Indirect proof. Proof By Contradiction.
20242,Matematika Diskrit,5,Mathematical induction. Textbook Ch. 2.4 - 2.5 Mathematical induction. Steps of mathematical induction. Strong form of induction.
20242,Matematika Diskrit,6,"Function, Sequence, Strings Textbook Ch. 3 - Functions. - Injective vs Surjective vs Bijective - Sequence. - Strings. - Relations."
20242,Matematika Diskrit,7,Sequences. Textbook - Infinite sequences. - Cardinality / countability of infinite sequences. - Recurring Relations. - Homogeneous equation and characteristic equation. - Solution to recurring sequences.
20242,Matematika Diskrit,8,"Review Mid-Exam, Intro to number theory. Textbook. - Mid Exam Review. - Introduction to Number Theory."
20242,Matematika Diskrit,9,"Number Theory Slide, textbook, notes GCD and LCM Euclidean Algorithm and Extended Euclidean Algorithm 2 Number Systems Decimal, Binary, and Hexadecimal Conversion Techniques 3 Oneâ€™s and Twoâ€™s Complement Representation and Arithmetic Operations 4 Modular Arithmetic Fast Modular Exponentiation Applications in Cryptography 5 Prime Numbers and Factorization 6 Applications and Examples"
20242,Matematika Diskrit,10,"Number Theory Slide, notes Euclidean algorithm (extended). Fast modular exponentiation."
20242,Matematika Diskrit,11,"Number theory (Continued) Textbook, slides, notes. FME. Chinese Remainder Theorem. Cryptography."
20242,Matematika Diskrit,12,"Counting. Slide, Notes, Textbook. Combinatoric and counting using Pascal's triangle. Additive and multiplicative rules."
20242,Matematika Diskrit,13,"Counting Theory Slides, notes, textbook. Fundamental counting principles. Permutation: linear, circular. Combinations. Pigeonhole principles."
20242,Matematika Diskrit,14,"Graphs Slides, notes. Introduction to graphs. Vertex/Nodes. Edges. Pemrograman Berorientasi Objek"
20242,Pemrograman Berorientasi Objek,1,"Introduction Gaddis Introduction - OOP concept - Inheritance, Polymorphism, encapsulation, abstraction Week#1 - Pengenalan Pemrograman Berorientasi Objek 1. Pendahuluan 2. Definisi PBO 3. PBO vs Prosedural 4. Keunggulan PBO 5. Empat Pilar Utama dalam PBO 6. Tanya & Jawab Pemrograman Berorientasi Objek"
20242,Pemrograman Berorientasi Objek,2,"Java Fundamentals Deitel Java Fundamentals - primitive and class data type. - rank of data type. - static method Week#2 - Class dan Object Iskandar, Ade Rahmat, 2020, Menguasai Pemrograman Berorientasi Objek, Jakarta, Informatika. 1. Class 2. Object 3. Contoh Class dan Object 4. Attribute 5. Method 6. Implementasi Class dan Object Berdasarkan Contoh 7. Latihan"
20242,Pemrograman Berorientasi Objek,3,"Java classes and Objects Deitel Java classes and Objects Field and method Passing argument Package and import Week#3 - Java Scanner Munir, Rinaldi. 2024. Pengantar Pemrograman dengan Bahasa Java. Informatika STEI ITB. CSE 142 Lecture Notes: Interactive Programs with Scanner. University of Washington 1. Resume Materi Kelas dan Objek 2. Pendahuluan 3. Java Scanner 4. Implementasi Scanner pada Java 5. Input Tokens 6. Latihan"
20242,Pemrograman Berorientasi Objek,4,"Desicion structure Deitel Desicion structure If then...else Elseif.. Switch Ternary statement Week#4 - Variables dan Method Munir, Rinaldi. 2024. Pengantar Pemrograman dengan Bahasa Java. Informatika STEI ITB. CSE 142 Lecture Notes: Interactive Programs with Scanner. University of Washington http://www.w3resource.com/java-tutorial/java-class-methods-instancevariables.php http://javajee.com/variables-and-data-types-in-java Brucker, James. Variables other sources from Google 1. Resume Scanner 2. Variables 3. Jenis Variabel 4. Penamaan Variabel pada Java 5. Method 6. Deklarasi Method 7. Penulisan Method dan Pemanggilan Method 8. Jenis Method 9. Latihan"
20242,Pemrograman Berorientasi Objek,5,"Loop and File Deitel Loop and File -Read/write file -for loop -while loop -do..while loop Week#5 - Access Modifier Munir, Rinaldi. 2024. Pengantar Pemrograman dengan Bahasa Java. Informatika STEI ITB. CSE 142 Lecture Notes: Interactive Programs with Scanner. University of Washington http://www.w3resource.com/java-tutorial/java-class-methods-instancevariables.php http://javajee.com/variables-and-data-types-in-java Brucker, James. Variables other sources from Google 1. Resume Variable dan Methods 2. Definisi Access Modifier 3. Jenis Access Modifier 4. Access Modifier Privelege 5. Contoh Kasus 6. Latihan"
20242,Pemrograman Berorientasi Objek,6,"Second look class Deitel Second look class Pemrograman Berorientasi Objek | Week#6 - Constructors Munir, Rinaldi. 2024. Pengantar Pemrograman dengan Bahasa Java. Informatika STEI ITB. CSE 142 Lecture Notes: Interactive Programs with Scanner. University of Washington http://www.w3resource.com/java-tutorial/java-classmethods-instance-variables.php http://javajee.com/variables-and-data-types-in-java Brucker, James. Variables Jadoon, Rab. Introduction to Java Constructors. Comsat University. Islamabad. Pakistan other sources from Google 1. Review Access Modifier 2. Pengantar Constructor 3. Contoh Constructor pada Java 4. Jenis Constructor 5. Implementasi Default Constructor 6. Implementasi Non-Arg Constructor 7. Implementasi Parameterized Constructor"
20242,Pemrograman Berorientasi Objek,7,Array and Arraylist Deitel Array and Arraylist Week#7 - Review untuk UTS 1. Review Kelas dan Objek 2. Review Method dan Variabel 3. Review Access Modifier 4. Review Constructor
20242,Pemrograman Berorientasi Objek,8,"Text Processing Gaddis Text processing and wrapper class Week#9 - Encapsulation 1. Iskandar, Ade Rahmat, 2020, Menguasai Pemrograman Berorientasi Objek, Jakarta, Informatika. 2. Head First Object Oriented Design and Analysis, 1st edition, 2006, Brett D. McLaughlin, Gary Pollice, David West, O'Reilly Media 3. JavaTM How to Program, 9th, 2012, Prentice Hall 4. Head First Java, 2nd edition, 2008, Bert Bates and Kathy Sierra, O'Reilly 1. Pengantar Encapsulation 2. Penerapan Encapsulation 3. Set Method 4. Get Method 5. Latihan 6. Tugas"
20242,Pemrograman Berorientasi Objek,9,"Inheritance Deitel Inheritance Base class & child class. Overriding method. Week#8 - Inheritance Munir, Rinaldi. 2024. Pengantar Pemrograman dengan Bahasa Java. Informatika STEI ITB. CSE 142 Lecture Notes: Interactive Programs with Scanner. University of Washington http://www.w3resource.com/java-tutorial/java-class-methods-instancevariables.php http://javajee.com/inheritance - in- java Brucker, James. Variables Jadoon, Rab. Introduction to Java Constructors. Comsat University. Islamabad. Pakistan other sources from Google Pemrograman Berorientasi Objek - Modul Praktikum 1. Pengantar Inheritance 2. Tipe Inheritance 3. Single Inheritance 4. Multi-Level Inheritance 5. Hierarchical Inheritance 6. Latihan 7. Penugasan"
20242,Pemrograman Berorientasi Objek,10,"Guest Lecture Guest Lecture Guest Lecture Week#10 - Polymorphism 1. Iskandar, Ade Rahmat, 2020, Menguasai Pemrograman Berorientasi Objek, Jakarta, Informatika. 2. Head First Object Oriented Design and Analysis, 1st edition, 2006, Brett D. McLaughlin, Gary Pollice, David West, O'Reilly Media 3. JavaTM How to Program, 9th, 2012, Prentice Hall 4. Head First Java, 2nd edition, 2008, Bert Bates and Kathy Sierra, O'Reilly 1. Pengantar Polymorphism 2. Method Overloading 3. Method Overriding 4. Keyword ""Super"" 5. Latihan pada Java"
20242,Pemrograman Berorientasi Objek,11,"Exception handling Gaddis Exception handling. FileNotFound. ArrayIndexOutOfBound. Week#12 - Interface 1. Jadoon, Rab. Introduction to Java Constructors. Comsat University. Islamabad. Pakistan 2. other sources from Google 3. Pemrograman Berorientasi Objek - Modul Praktikum 1. Pengantar Interface 2. Perbedaan Utama Interface dan Class Umum 3. Ciri-Ciri Interface 4. Deklarasi Interface 5. Implementasi Interface 6. Latihan 7. Tugas Pemrograman Berorientasi Objek"
20242,Pemrograman Berorientasi Objek,12,"GUI 1 Tonny Gaddis GUI 1 Dialog box LayOut Manager (Flow, Border and Grid layout) JFrame and JPanel Week#11 - Abstract Class Pemrograman Berorientasi Objek - Modul Praktikum - UMS 1. Pengantar Abstract Class 2. Struktur Dasar Abstract Class 3. Object Abstract Class 4. Method Abstract 5. Latihan 6. Tugas"
20242,Pemrograman Berorientasi Objek,13,GUI-2 Gaddis GUI-2 Week#13 - Presentasi Project UAS Tiap kelompok presentasi dan live demo aplikasi karya
20242,Pemrograman Berorientasi Objek,14,Quiz Gaddis Quiz Week#14 - Revisi Project Melakukan revisi pada Project Akhir UAS Pemrograman Visual
20242,Pemrograman Visual,1,Introduction Dietel Introduction - OOP - Visual basic programming language - event driven / listener
20242,Pemrograman Visual,2,Dive into visual studio 2022 Gaddis Dive into visual studio 2022
20242,Pemrograman Visual,3,Introduction to Visual Basic programming 1 Gaddis Introduction to Visual Basic programming 1
20242,Pemrograman Visual,4,Introduction to visual programming 2 Gaddis Introduction to visual programming 2
20242,Pemrograman Visual,5,Control statement 1 Gaddis Control statement 1 if..then it..then...else elseif nested if. Repetition
20242,Pemrograman Visual,6,Control statement 2 Gaddis Control statement 2. Algoritma bunga majemuk. Looping algoritma.
20242,Pemrograman Visual,7,Control statement 3 Gaddis Control statement 3
20242,Pemrograman Visual,8,Method 1 Gaddis Method 1. Class definition. Method and attribute of class. Passing argument to method.
20242,Pemrograman Visual,9,Method 2 Deitel Method 2
20242,Pemrograman Visual,10,Array 1 Deitel Array 1
20242,Pemrograman Visual,11,Array 2 Gaddis Array 2 Two-dimensional array. Resizing array. Passing array as argument to other methods.
20242,Pemrograman Visual,12,Object Oriented Programming Deitel Object Oriented Programming
20242,Pemrograman Visual,13,Mock up project semester presentation Gaddis Mock up project semester presentation
20242,Pemrograman Visual,14,Presentasi Deitel Presentasi Proses Sinyal Dijital
20242,Proses Sinyal Dijital,1,"Introduction to DSP Textbook, Slides. Introduction to DSP. Continuous time vs Discrete Time signals/systems. Week#1 - Pengenalan Pengolahan Sinyal Digital Jonathan Stein, â€œDigital Signal Processing: A Computer Science Perspectiveâ€•, John Wiley & Sons, 2000 Unofficial url: dsp-book.narod.ru/DSPCSP/toc.htm Unofficial pdf (55 MB pdf book): https://files.bakrie.ac.id/s/XGnTjLxLcM78QTT Hardcopy is also available in our Library Steven Smith, â€œThe Scientist and Engineerâ€™s Guide to Digital Signal Processingâ€•, California Technical Publishing. Downloadable at http://www.dspguide.com/pdfbook.htm 1. Pengantar 2. Sinyal 3. Jenis Sinyal 4. Pengolahan Sinyal 5. Aplikasi Pengolahan Sinyal Proses Sinyal Dijital"
20242,Proses Sinyal Dijital,2,"Signals representation and manipulation. Textbook, Slides. Signals representation. Basic signals. Aliasing. Signals manipulations. Week#2 - Sinyal [1] Steven W. Smith. The Scientist and Engineerâ€™s Guide to Digital Signal Processing. California Technical Publishing, 1997. URL http://www.dspguide.com/pdfbook.htm. [2] Sanjit K. Mitra and James F. Kaiser, editors. Handbook for Digital Signal Processing. John Wiley & Sons, 1993. 1. Apa itu Sinyal? 2. Karakteristik Sinyal 3. Klasifikasi Sinyal 4. Latihan Pembuatan Sinyal"
